Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Channel,Amount,Balance_After_Transaction,Transaction_Status,Branch_ID
TXN000000965,ACC0120521,CUST064577,2025-02-27,Upi,Unknown,228492.65,0.00,Success,BR0038
TXN000000966,ACC0085551,CUST067520,2023-05-18,Deposit,"mobile app",231431.15,5525145.76,Unknown,BR0510
TXN000000967,ACC0034650,CUST049871,2025-11-16,"Atm withdrawal",Branch,232824.25,3956139.36,Pending,BR0109
TXN000000968,ACC0104782,CUST090077,2023-05-25,Unknown,Branch,211392.27,554298.84,Pending,BR0882
TXN000000969,ACC0048695,CUST049596,2022-11-10,Withdrawal,ATM,177981.66,1496016.65,Pending,BR0144
TXN000000970,ACC0090251,CUST091443,2023-10-15,Withdrawal,"Mobile App",13825.61,1995009.04,Success,BR0101
TXN000000971,ACC0067223,CUST088014,2025-11-08,Unknown,ATM,79338.13,2422371.28,Success,BR0497
TXN000000972,ACC0015201,CUST087294,2024-06-08,Deposit,"Internet Banking",36985.47,3547170.17,Failed,BR0460
TXN000000973,ACC0097478,CUST042641,2024-01-17,"Card payment",UPI,268015.13,342215.24,Success,BR0043
TXN000000974,ACC0043760,CUST039640,2022-12-31,Unknown,POS,144215.62,2469537.53,Success,BR0533
TXN000000975,ACC0114715,CUST095521,2022-06-07,Unknown,"Mobile App",16068.38,530262.87,Success,BR0917
TXN000000976,ACC0052223,CUST010257,2022-07-09,Withdrawal,"Mobile App",18908.55,5688699.16,Pending,BR0030
TXN000000977,ACC0105353,CUST077928,2025-06-10,Deposit,"mobile app",62427.96,2092201.01,Success,BR0383
TXN000000978,ACC0110159,CUST094721,2022-05-13,Withdrawal,POS,218276.15,2758411.11,Success,BR0167
TXN000000979,ACC0090774,CUST078872,2025-07-12,Upi,UPI,158265.16,711603.30,Success,BR0392
TXN000000980,ACC0003131,CUST048910,2022-08-02,"Loan payment",UPI,253777.48,2654430.96,Pending,BR0156
TXN000000981,ACC0070946,CUST026205,2025-06-25,"Loan payment","mobile app",96578.25,4348826.60,Pending,BR0929
TXN000000982,ACC0066934,CUST044957,2025-01-28,"Loan payment",UPI,190210.17,3223957.15,Failed,BR0616
TXN000000983,ACC0005578,CUST099037,2025-12-16,Transfer,"Mobile App",144223.17,5087411.69,Failed,BR0609
TXN000000984,ACC0025250,CUST065679,2022-05-28,Deposit,Unknown,187026.90,4101298.62,Success,BR0777
TXN000000985,ACC0118020,CUST076074,2025-08-06,"Atm withdrawal","Mobile App",94683.89,3101882.12,Unknown,BR0373
TXN000000986,ACC0075893,CUST023949,2025-06-30,Deposit,"Internet Banking",200366.83,2532886.98,Success,BR0931
TXN000000987,ACC0065654,CUST042538,2024-05-19,Unknown,ATM,244948.93,3995125.46,Success,BR0197
TXN000000988,ACC0077632,CUST047557,2024-07-29,Deposit,UPI,180136.23,4971012.76,Reversed,BR0719
TXN000000989,ACC0114545,CUST052850,2023-04-11,"Card payment","Mobile App",285770.25,5622378.66,Unknown,BR0679
TXN000000990,ACC0047355,CUST051767,2024-06-15,Deposit,Unknown,272018.63,5836277.19,Unknown,BR0815
TXN000000991,ACC0080178,CUST015106,2025-03-12,"Card payment",UPI,299913.18,938442.56,Unknown,BR0674
TXN000000992,ACC0003682,CUST044538,2024-12-06,Deposit,UPI,172232.87,1647833.32,Pending,BR0781
TXN000000993,ACC0111263,CUST003058,2025-12-10,Upi,POS,238424.04,254578.32,Success,BR0709
TXN000000994,ACC0048020,CUST066765,2022-09-02,Unknown,"Internet Banking",106516.85,4102153.68,Reversed,BR0004
TXN000000995,ACC0104101,CUST005988,2023-03-12,Transfer,ATM,85497.01,4667431.49,Pending,BR0335
TXN000000996,ACC0005685,CUST093538,2025-03-22,"Loan payment",POS,65439.22,919759.07,Reversed,BR0385
TXN000000997,ACC0014100,CUST005932,2024-08-25,"Card payment",ATM,224492.25,5413383.28,Unknown,BR0679
TXN000000998,ACC0119759,CUST090734,2024-10-23,"Card payment",ATM,0.00,2926348.91,Success,BR0008
TXN000000999,ACC0075400,CUST054057,2023-08-01,Unknown,"Mobile App",92023.14,4574187.79,Unknown,BR0374
TXN000001000,ACC0057828,CUST065647,2022-05-07,Withdrawal,"Mobile App",211533.59,160956.03,Failed,BR0203
